Book,Concordance,Spell,Number of Records,Position,sort-order
6: HBP,"distorted reflection, you’re covered in blood! said hermione, come here — she raised her wand, said tergeo! and siphoned off the dried blood, thanks, said Harry, feeling his now clean face,",tergeo,1,894710,894710
7: DH,", pinned to the floor, yes, whispered the voice, yesss … hold you … hold you … accio … accio wand … but nothing happened and he needed his hands to try to force the snake from",accio,1,1149338,1149338
7: DH,"hesitated, looking up and down aisles of junk; he could not remember where to go next, … accio diadem! cried hermione in desperation, but nothing flew through the air toward them, it seemed that",accio,1,1238046,1238046
7: DH,"his camp bed, pointed it at the cluttered desk where he had left his glasses, and said, accio glasses! although they were only around a foot away, there was something immensely satisfying about seeing them",accio,1,1079292,1079292
7: DH,"in his pocket, then he turned to face the room again, raised his wand, and murmured, accio locket, nothing happened, but he had not expected it to; no doubt umbridge knew all about",accio,1,1121632,1121632
7: DH,"one of the death eaters waved his wand and the scream stopped, still echoing around the distant mountains, accio cloak! roared one of the death eaters, Harry seized its folds, but it made no attempt",accio,1,1215650,1215650
7: DH,"quickly! he grabbed his wand from the ground and pointed it into the depths of the magical bag, accio dittany! a small brown bottle zoomed out of the bag; he caught it and hastened back to",accio,1,1127333,1127333
7: DH,"reposing upon the bottom of the frozen pool, he pointed the wand at the silvery shape and murmured, accio sword, it did not stir, he had not expected it to, if it had been that",accio,1,1158046,1158046
7: DH,"riddle, and how the hell are we going to get up there without touching anything? asked ron, accio cup! cried hermione, who had evidently forgotten in her desperation what griphook had told them during their",accio,1,1210822,1210822
7: DH,"said hermione, as Harry wiped his inky fingers on his jeans, she raised her wand and said, accio locket! nothing happened, ron, who had been searching the folds of the faded curtains, looked",accio,1,1102543,1102543
7: DH,"there ought to be a few salmon in here, or d’you reckon it’s too early in the season? accio salmon! there were several distinct splashes and then the slapping sounds of fish against flesh, somebody grunted",accio,1,1135029,1135029
7: DH,"to the floor, yes, whispered the voice, yesss … hold you … hold you … accio … accio wand … but nothing happened and he needed his hands to try to force the snake from him as",accio,1,1149340,1149340
7: DH,"toward the ground, hagrid! Harry called, holding on to the bike for dear life, hagrid — accio hagrid! the motorbike sped up, sucked toward the earth, face level with the handlebars, Harry",accio,1,1063966,1063966
7: DH,"was easy, said hermione in a small voice, i just did a summoning charm, you know — accio, and — they zoomed out of dumbledore’s study window right into the girls’ dormitory, but when did",accio,1,1076150,1076150
7: DH,"his wand : it hit mundungus on the nose and shot red sparks into his eyebrows, which ignited, aguamenti! screamed hermione, and a jet of water streamed from her wand, engulfing a spluttering and choking",aguamenti,1,1112888,1112888
7: DH,"them, licking up the sides of the junk bulwarks, which were crumbling to soot at their touch, aguamenti! Harry bawled, but the jet of water that soared from the tip of his wand evaporated in",aguamenti,1,1239398,1239398
7: DH,". he pushed the door : it was locked, hermione pointed her wand at the handle and said, alohomora, there was a click, and the door swung open, they moved over the threshold together,",alohomora,1,1102125,1102125
7: DH,"aisle, shot a full body-bind curse at crabbe, which narrowly missed, crabbe wheeled around and screamed, avadakedavra! again, ron leapt out of sight to avoid the jet of green light, the wandless malfoy",avadakedavra,1,1239235,1239235
7: DH,"at crabbe’s head, it only missed because malfoy pulled him out of the way, it’s that mudblood! avadakedavra! Harry saw hermione dive aside, and his fury that crabbe had aimed to kill wiped all else",avadakedavra,1,1239071,1239071
7: DH,"hair, snape looked back at her, quite impassive, as she turned slowly away from him again, avadakedavra, the flash of green light illuminated every corner of the room, charity fell, with a resounding",avadakedavra,1,1049281,1049281
7: DH,"heard the high voice shriek as he too yelled his best hope to the heavens, pointing draco’s wand : avadakedavra! expelliarmus! the bang was like a cannon blast, and the golden flames that erupted between them",avadakedavra,1,1274382,1274382
7: DH,"himself, and if i stunned him and he’d fallen, he’d have died the same as if i’d used avadakedavra! expelliarmus saved me from voldemort two years ago, Harry added defiantly, lupin was reminding him of",avadakedavra,1,1066461,1066461
7: DH,"hold him off, without a wand in his hand! … he laughed before casting the curse, … avadakedavra! the green light filled the cramped hallway, it lit the pram pushed against the wall, it",avadakedavra,1,1150469,1150469
7: DH,"not like it crying, he had never been able to stomach the small ones whining in the orphanage — avadakedavra! and then he broke : he was nothing, nothing but pain and terror, and he must",avadakedavra,1,1150908,1150908
7: DH,". hermione, you’re a genius, a total genius, i can’t believe we got out of that! caveinimicum … didn’t i say it was an erumpent horn, didn’t i tell him? and now his house",caveinimicum,1,1175218,1175218
7: DH,"hands a tent peg soared, to land with a final thud at the end of a guy rope, caveinimicum, hermione finished with a skyward flourish, that’s as much as i can do, at the very",caveinimicum,1,1128461,1128461
7: DH,", Harry spat blood out of his mouth, pointed his wand at the falling sidecar, and yelled, confringo! he knew a dreadful, gut-wrenching pang for hedwig as it exploded; the death eater nearest it",confringo,1,1063075,1063075
7: DH,"lunged as he took a running leap, dragging hermione with him; as it struck, hermione screamed, confringo! and her spell flew around the room, exploding the wardrobe mirror and ricocheting back at them,",confringo,1,1149757,1149757
7: DH,"told me that there are plans to lay a false trail; this must be it, no doubt a confundus charm has been placed upon dawlish, it would not be the first time; he is known to",confundus,1,1046701,1046701
7: DH,". Harry potter is dead by my hand, and no man alive can threaten me now! watch! crucio! Harry had been expecting it, knew his body would not be allowed to remain unsullied upon the",crucio,1,1268799,1268799
7: DH,"his wand, and said, you shouldn’t have done that, as amycus spun around, Harry shouted, crucio! the death eater was lifted off his feet, he writhed through the air like a drowning man",crucio,1,1227462,1227462
7: DH,"in his heart that it was useless, what else did you take, what else? answer me! crucio! hermione’s screams echoed off the walls upstairs, ron was half sobbing as he pounded the walls with",crucio,1,1188145,1188145
7: DH,"the junk wall, what’s going on? Harry? mimicked crabbe, what’s going — no, potter! crucio! Harry had lunged for the tiara; crabbe’s curse missed him but hit the stone bust, which",crucio,1,1238917,1238917
7: DH,"cling to its back, expecting to be shaken off at any moment; then he heard hermione yelling, defodio! she was helping the dragon enlarge the passageway, carving out the ceiling as it struggled upward toward",defodio,1,1212094,1212094
7: DH,"obliviate! cried hermione, pointing her wand first into his face, then at the floor beneath them, deprimo! she had blasted a hole in the sitting room floor, they fell like boulders, Harry still",deprimo,1,1175041,1175041
7: DH,", and the old snitch on top of his clothes, then he pointed hermione’s wand at the ice, diffindo, it cracked with a sound like a bullet in the silence : the surface of the pool broke",diffindo,1,1158468,1158468
7: DH,"his jeans, leaving a deep cut, oh, i’m so sorry, ron, my hand’s shaking! diffindo! the severed ropes fell away, ron got to his feet, shaking his arms to regain feeling",diffindo,1,1095835,1095835
7: DH,"muttered Harry, tugging at the chains binding her arms, well, i’ve had a change of heart, diffindo! nothing happened, hermione, how do i get rid of these chains? wait, i’m trying",diffindo,1,1125366,1125366
7: DH,"they shot through the concealing tapestry at the bottom and spun onto the floor, hitting the opposite wall, duro! cried hermione, pointing her wand at the tapestry, and there were two loud, sickening crunches",duro,1,1243121,1243121
7: DH,"the previous night, which hermione had since condescended to examine, and had decided was made of blackthorn, engorgio, the spider gave a little shiver, bouncing slightly in the web, Harry tried again, this",engorgio,1,1165377,1165377
7: DH,"hermione, now performing complicated figure-of-eight movements with her wand, so ron’s dad said i could borrow it, erecto! she added, pointing her wand at the misshapen canvas, which in one fluid motion rose into",erecto,1,1128403,1128403
7: DH,", Harry told a completely bemused mrs. cattermole, bit unfortunate, really … come on, hermione, … expectopatronum! a silver otter burst from the end of hermione’s wand and swam gracefully through the air to join",expectopatronum,1,1125627,1125627
7: DH,"a terrible scream of fear as a slimy, scabbed hand grasped her chin and forced her face back, expectopatronum! the silver stag soared from the tip of Harry’s wand and leaped toward the dementors, which fell",expectopatronum,1,1125232,1125232
7: DH,"brightly, toward the door, as many as we can muster; do yours, hermione, expec — expectopatronum, said hermione, nothing happened, it’s the only spell she ever has trouble with, Harry told",expectopatronum,1,1125590,1125590
7: DH,"dementor’s kiss, whatever happened afterward, it was of ron and hermione that he thought as he whispered, expectopatronum! the silver stag burst from his wand and charged : the dementors scattered and there was a triumphant",expectopatronum,1,1216191,1216191
7: DH,"potter’s! stag! roared the barman, and he pulled out a wand, stag! you idiot — expectopatronum! something huge and horned erupted from the wand : head down, it charged toward the high street",expectopatronum,1,1216583,1216583
7: DH,"seriously, have you grown to care for the boy, after all? for him? shouted snape, expectopatronum! from the tip of his wand burst the silver doe : she landed on the office floor,",expectopatronum,1,1256757,1256757
7: DH,", but the death eaters — frankly, most people! — would have expected you to attack back! expelliarmus is a useful spell, Harry, but the death eaters seem to think it is your signature move",expelliarmus,1,1066603,1066603
7: DH,". mundungus scrambled up and pulled out his wand; hermione, however, was too quick for him, expelliarmus! mundungus’s wand soared into the air, and hermione caught it, wild-eyed, mundungus dived for the",expelliarmus,1,1111985,1111985
7: DH,"and if i stunned him and he’d fallen, he’d have died the same as if i’d used avadakedavra! expelliarmus saved me from voldemort two years ago, Harry added defiantly, lupin was reminding him of the sneering",expelliarmus,1,1066463,1066463
7: DH,"crabbe and goyle, who were both aiming at Harry : their split second’s hesitation was all Harry needed, expelliarmus! goyle’s wand flew out of his hand and disappeared into the bulwark of objects beside him; goyle",expelliarmus,1,1239163,1239163
7: DH,"high voice shriek as he too yelled his best hope to the heavens, pointing draco’s wand : avadakedavra! expelliarmus! the bang was like a cannon blast, and the golden flames that erupted between them, at",expelliarmus,1,1274384,1274384
7: DH,"into the drawing room; bellatrix looked around, shocked; she turned her wand to face ron instead — expelliarmus! he roared, pointing wormtail’s wand at bellatrix, and hers flew into the air and was caught",expelliarmus,1,1190098,1190098
7: DH,"it up, lumos! the wand sparked feebly, then went out, Harry pointed it at hermione, expelliarmus! hermione’s wand gave a little jerk, but did not leave her hand, the feeble attempt at",expelliarmus,1,1152063,1152063
7: DH,"red light of his next stunning spell, Harry saw the strangely blank face of stanley shunpike — stan — expelliarmus! Harry yelled, that’s him, it’s him, it’s the real one! the hooded death eater’s",expelliarmus,1,1063259,1063259
7: DH,"missed, rebounded on the window, and hit the waitress, who collapsed in front of the door, expulso! bellowed the death eater, and the table behind which Harry was standing blew up : the force",expulso,1,1095692,1095692
7: DH,". … look at it, hermione, … i don’t … oh! he could see it; the fidelius charm must have died with james and lily, the hedge had grown wild in the sixteen years since",fidelius,1,1146469,1146469
7: DH,"along a new and darker street he moved, and now his destination was in sight at last, the fidelius charm broken, though they did not know it yet, … and he made less noise than the",fidelius,1,1150200,1150200
7: DH,"be able to see the cottage at all; he did not know what happened when the subjects of a fidelius charm died, then the little lane along which they were walking curved to the left and the heart",fidelius,1,1143905,1143905
7: DH,"i — i forced him to let go with a revulsion jinx, but i’d already taken him inside the fidelius charm’s protection, since dumbledore died, we’re secret-keepers, so i’ve given him the secret, haven’t i",fidelius,1,1127737,1127737
7: DH,"secret-keeper in turn, and as there are around twenty of us, that greatly dilutes the power of the fidelius charm, twenty times as many opportunities for the death eaters to get the secret out of somebody,",fidelius,1,1072402,1072402
7: DH,"so for months, we’re the biggest blood-traitor family there is, how are they protected? asked Harry, fidelius charm, dad’s secret-keeper, and we’ve done it on this cottage too; i’m secret-keeper here, none",fidelius,1,1193099,1193099
7: DH,"stars, then turned and began to walk toward the point, just beyond the boundary wall, where the fidelius charm stopped working and they would be able to disapparate, once past the gate, griphook spoke,",fidelius,1,1206037,1206037
7: DH,"that, Harry, but if she wakes up and the locket’s gone — i need to duplicate it — geminio! there … that should fool her, … hermione came running downstairs, let’s see, … relashio",geminio,1,1125419,1125419
7: DH,"! two masked death eaters stood there, but even before their wands were fully raised, hermione shouted, glisseo! the stairs beneath their feet flattened into a chute and she, Harry, and ron hurtled down",glisseo,1,1243059,1243059
7: DH,"and you think you’ll get your girl back like this? i swear … i swear … potter’s upstairs! homenumrevelio, said the voice at the foot of the stairs, Harry heard hermione gasp, and he had",homenumrevelio,1,1174599,1174599
7: DH,"any farther, i think we’d better check, whispered hermione, and she raised her wand and said, homenumrevelio, nothing happened, well, you’ve just had a big shock, said ron kindly, what was",homenumrevelio,1,1097565,1097565
7: DH,": crouching as low as he could, he pointed at the middle of the oncoming figures and yelled, impedimenta! the jinx hit the middle death eater in the chest : for a moment the man was absurdly",impedimenta,1,1062911,1062911
7: DH,", professor mcgonagall rose to her feet, pointed her wand at the groggy death eater, and said, imperio, amycus got up, walked over to his sister, picked up her wand, then shuffled obediently",imperio,1,1227913,1227913
7: DH,"cloak, pointed it at the old goblin, and whispered, for the first time in his life, imperio! a curious sensation shot down Harry’s arm, a feeling of tingling warmth that seemed to flow from",imperio,1,1208284,1208284
7: DH,"said griphook, we can not enter the vault without a gringotts goblin, and we need the clankers! imperio! Harry said again; his voice echoed through the stone passage as he felt again the sense of",imperio,1,1209553,1209553
7: DH,"the authority, but there will not be room for the wizard, Harry pointed his wand at travers, imperio! the wizard turned and set off along the dark track at a smart pace, what are you",imperio,1,1209002,1209002
7: DH,"which wandmaker did you use? Harry acted without thinking : pointing his wand at travers, he muttered, imperio! once more, oh yes, i see, said travers, looking down at bellatrix’s wand,",imperio,1,1208411,1208411
7: DH,"and yelled as Harry thrust the sword through the handle of hufflepuff’s cup, hooking it onto the blade, impervius! screeched hermione in an attempt to protect herself, ron, and the goblins from the burning metal",impervius,1,1211221,1211221
7: DH,"wrong with an atmospheric charm, which will be more difficult to fix, so as an interim measure try impervius to protect his belongings — say it again, slowly — said ron, searching his pockets desperately for",impervius,1,1119698,1119698
7: DH,"got to get rid of it — she raised her wand, pointed it at Harry, and whispered, levicorpus, hoisted into the air by his ankle, Harry hit a suit of armor and replicas burst out",levicorpus,1,1211133,1211133
7: DH,"left in view, Harry seized griphook’s fingers and pulled, the blistered goblin emerged by degrees, howling, liberacorpus! yelled Harry, and with a crash he and griphook landed on the surface of the swelling treasure",liberacorpus,1,1211309,1211309
7: DH,"bag, picked up his wand, and crept out of the room, on the landing he whispered, lumos, and started to climb the stairs by wandlight, on the second landing was the bedroom in which",lumos,1,1099141,1099141
7: DH,"brightening when he lowered his eyelids, disorienting him, now fear came : her presence had meant safety, lumos! he whispered, and the wand-tip ignited, the imprint of the doe faded away with every blink",lumos,1,1157606,1157606
7: DH,"hermione, try! r-reparo, the dangling half of the wand resealed itself, Harry held it up, lumos! the wand sparked feebly, then went out, Harry pointed it at hermione, expelliarmus! hermione’s",lumos,1,1152046,1152046
7: DH,"pot protruding from under the bed before bathilda closed the door and even that was swallowed by the darkness, lumos, said Harry, and his wand ignited, he gave a start : bathilda had moved close to",lumos,1,1148795,1148795
7: DH,"shell broke open, he lowered his shaking hand, raised draco’s wand beneath the cloak, and murmured, lumos, the black stone with its jagged crack running down the center sat in the two halves of the",lumos,1,1259977,1259977
7: DH,"shout of surprise, light your wands, can’t you? and hurry, we have very little time! lumos! Harry shone his lit wand around the vault : its beam fell upon glittering jewels; he saw",lumos,1,1210334,1210334
7: DH,"offices have been raining lately, said mr. weasley, did you try meteolojinxrecanto? it worked for bletchley, meteolojinxrecanto? whispered ron, no, i didn’t, thanks, d — i mean, thanks, arthur",meteolojinxrecanto,1,1122835,1122835
7: DH,"said — yes, a lot of offices have been raining lately, said mr. weasley, did you try meteolojinxrecanto? it worked for bletchley, meteolojinxrecanto? whispered ron, no, i didn’t, thanks, d",meteolojinxrecanto,1,1122828,1122828
7: DH,"he heard voices again, he looked around at the sneakoscope, it was not moving, you cast the muffliato charm over us, right? he whispered to hermione, i did everything, she whispered back,",muffliato,1,1134759,1134759
7: DH,"it was as if hermione had cast a heat haze upon their clearing, salviohexia … protegototalum … repellomuggletum … muffliato … you could get out the tent, Harry, … tent? in the bag! in the",muffliato,1,1128259,1128259
7: DH,"muffliato charm over us, right? he whispered to hermione, i did everything, she whispered back, muffliato, muggle-repelling and disillusionment charms, all of it, they shouldn’t be able to hear or see us",muffliato,1,1134779,1134779
7: DH,"snitch and watching its wings flutter feebly, at last, hermione tapped on the door and tiptoed inside, muffliato, she whispered, waving her wand in the direction of the stairs, thought you didn’t approve of",muffliato,1,1085442,1085442
7: DH,"taking a seat behind the latter, he was worried about making hermione jump, he thought of casting the muffliato charm upon umbridge and yaxley, but even murmuring the word might cause hermione alarm, then umbridge raised",muffliato,1,1124459,1124459
7: DH,"there was no bustling or talk or swift footsteps here; the purple-carpeted corridors were as hushed as though the muffliato charm had been cast over the place, her office must be up here, Harry thought, it",muffliato,1,1120702,1120702
7: DH,"the bundle of slippery cloth into his free hand, with difficulty he dragged it over himself, murmured, nox, extinguishing his wandlight, and continued on his hands and knees, as silently as possible, all",nox,1,1245796,1245796
7: DH,"she whispered, hold tight … any second … xenophilius’s paper-white face appeared over the top of the sideboard, obliviate! cried hermione, pointing her wand first into his face, then at the floor beneath them,",obliviate,1,1175021,1175021
7: DH,"theory, she took a deep, calming breath, then pointed her wand at dolohov’s forehead and said, obliviate, at once, dolohov’s eyes became unfocused and dreamy, brilliant! said Harry, clapping her on",obliviate,1,1096176,1096176
7: DH,"a cold, snide voice, and phineas nigellus slid into his portrait, at once, hermione cried : obscuro! a black blindfold appeared over phineas nigellus’s clever, dark eyes, causing him to bump into the",obscuro,1,1137263,1137263
7: DH,"slammed him into the wall and he felt his wand leave his hand as the cloak slipped off him, petrificustotalus! screamed hermione from out of sight, and the death eater fell forward like a statue to land",petrificustotalus,1,1095735,1095735
7: DH,"taken leave of her senses, but hobbled away, hunch-shouldered, muttering under his breath, and now — piertotumlocomotor! cried professor mcgonagall, and all along the corridor the statues and suits of armor jumped down from",piertotumlocomotor,1,1230335,1230335
7: DH,"crowd; then he saw lupin and tonks, their wands raised, and heard both of them shout, protego!, a cry that was echoed on all sides — ron! ron! hermione called, half",protego,1,1094002,1094002
7: DH,"Harry reacted, but before either wand was clear of its owner’s pocket, hermione had raised her own, protego! she cried, and an invisible shield expanded between her and Harry on the one side and ron",protego,1,1139687,1139687
7: DH,"i can hear people coming! said hermione, and she pointed bellatrix’s wand at the waterfall and cried, protego! they saw the shield charm break the flow of enchanted water as it flew up the passageway,",protego,1,1209637,1209637
7: DH,"lieutenant exploded with the force of a bomb, voldemort raised his wand and directed it at molly weasley, protego! roared Harry, and the shield charm expanded in the middle of the hall, and voldemort stared",protego,1,1272253,1272253
7: DH,"my wand? she looked as though ready to wrestle it out of Harry’s hands and he reacted instinctively, protego! the invisible shield erupted between ron and hermione : the force of it knocked her backward onto the",protego,1,1162062,1162062
7: DH,"interrupt, but this is important, have you got any idea where the diadem of ravenclaw is? — protegohorribilis — the diadem of ravenclaw? squeaked flitwick, a little extra wisdom never goes amiss, potter,",protegohorribilis,1,1229895,1229895
7: DH,"of a field at dusk; hermione was already running in a circle around them, waving her wand, protegototalum … salviohexia … that treacherous old bleeder! ron panted, emerging from beneath the invisibility cloak and throwing",protegototalum,1,1175175,1175175
7: DH,"the surrounding air : it was as if hermione had cast a heat haze upon their clearing, salviohexia … protegototalum … repellomuggletum … muffliato … you could get out the tent, Harry, … tent? in the",protegototalum,1,1128255,1128255
7: DH,"i’m sorry i said dumbledore was young, okay? Harry had forgotten ron’s hatred of spiders, sorry — reducio, the spider did not shrink, Harry looked down at the blackthorn wand, every minor spell he",reducio,1,1165431,1165431
7: DH,"— geminio! there … that should fool her, … hermione came running downstairs, let’s see, … relashio! the chains clinked and withdrew into the arms of the chair, mrs. cattermole looked just as frightened",relashio,1,1125438,1125438
7: DH,"the crushing metal fingers from around wormtail’s throat, but it was no use, pettigrew was turning blue, relashio! said ron, pointing the wand at the silver hand, but nothing happened; pettigrew dropped to",relashio,1,1189611,1189611
7: DH,"to Harry, pointing his wand at the thick cuffs chaining the beast to the floor, he yelled, relashio! the cuffs broke open with loud bangs, this way! Harry yelled, and still shooting stunning",relashio,1,1211796,1211796
7: DH,"and from inside his jacket pocket he pulled his flowery pink umbrella, hagrid! no! let me! reparo! there was a deafening bang and the sidecar broke away from the bike completely : Harry sped forward",reparo,1,1062777,1062777
7: DH,"wand upon the headmaster’s desk, touched it with the very tip of the elder wand, and said, reparo, as his wand resealed, red sparks flew out of its end, Harry knew that he had",reparo,1,1276136,1276136
7: DH,"air : it was as if hermione had cast a heat haze upon their clearing, salviohexia … protegototalum … repellomuggletum … muffliato … you could get out the tent, Harry, … tent? in the bag!",repellomuggletum,1,1128257,1128257
7: DH,"disturbances in the surrounding air : it was as if hermione had cast a heat haze upon their clearing, salviohexia … protegototalum … repellomuggletum … muffliato … you could get out the tent, Harry, … tent?",salviohexia,1,1128253,1128253
7: DH,"field at dusk; hermione was already running in a circle around them, waving her wand, protegototalum … salviohexia … that treacherous old bleeder! ron panted, emerging from beneath the invisibility cloak and throwing it to",salviohexia,1,1175177,1175177
7: DH,"… a death eater moved ahead of snape and raised his wand, pointing it directly at lupin’s back — sectumsempra! shouted snape, but the spell, intended for the death eater’s wand hand, missed and hit",sectumsempra,1,1257107,1257107
7: DH,"said lupin, snape? shouted Harry, you didn’t say — he lost his hood during the chase, sectumsempra was always a speciality of snape’s, i wish i could say i’d paid him back in kind,",sectumsempra,1,1067183,1067183
7: DH,": scabior drew his wand, what d’you think you’re playing at, woman? stupefy! she screamed, stupefy! they were no match for her, even though there were four of them against one of her",stupefy,1,1186630,1186630
7: DH,"armchair and wrested the three wands from draco’s grip, pointed all of them at greyback, and yelled, stupefy! the werewolf was lifted off his feet by the triple spell, flew up to the ceiling,",stupefy,1,1190598,1190598
7: DH,"disembodied hand and wand pointing at him, he tried to draw his own wand, but too late : stupefy! yaxley slid to the ground to lie curled on the floor, Harry! hermione, if you",stupefy,1,1125112,1125112
7: DH,"he raised his wand, not even troubling to keep it concealed beneath the invisibility cloak, and said, stupefy! there was a flash of red light; umbridge crumpled and her forehead hit the edge of the",stupefy,1,1125025,1125025
7: DH,"of anger from his fellows : scabior drew his wand, what d’you think you’re playing at, woman? stupefy! she screamed, stupefy! they were no match for her, even though there were four of",stupefy,1,1186625,1186625
7: DH,"on the hot metal, Harry struggled to his feet and knew that the only way out was through, stupefy! he bellowed, and ron and hermione joined in : jets of red light flew into the crowd",stupefy,1,1211695,1211695
7: DH,"spells shattered the tiled wall where ron’s head had just been, as Harry, still invisible, yelled, stupefy! the great blond death eater was hit in the face by a jet of red light : he",stupefy,1,1095585,1095585
7: DH,"them, and Harry had to sink low into the sidecar to avoid them, wriggling around he cried, stupefy! and a red bolt of light shot from his own wand, cleaving a gap between the four",stupefy,1,1062291,1062291
7: DH,"who had sprinted after ron, lucius, narcissa, draco, and greyback wheeled about; Harry yelled, stupefy! and lucius malfoy collapsed onto the hearth, jets of light flew from draco’s, narcissa’s, and",stupefy,1,1190141,1190141
7: DH,"out the oven earlier, hastily pulling out his wand, he pointed it at the rag and said, tergeo, the wand siphoned off most of the grease, looking rather pleased with himself, ron handed the",tergeo,1,1073898,1073898
7: DH,"saw a few tiny movements from the pictures, as bathilda fumbled with logs for the fire, he muttered tergeo : the dust vanished from the photographs, and he saw at once that half a dozen were missing",tergeo,1,1148024,1148024
7: DH,"— yeah — ron looked around, then directed his wand at a twig on the ground and said, wingardiumleviosa! the twig flew up from the ground, spun through the air as if caught by a gust",wingardiumleviosa,1,1245470,1245470
7: DH,"then the sidecar began to lose height — in desperation Harry pointed his wand at the sidecar and shouted, wingardiumleviosa! the sidecar rose like a cork, unsteerable but at least still airborne : he had but a",wingardiumleviosa,1,1062827,1062827
